許可證字號,中文品名,英文品名,適應症,劑型,主成分略述,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第006819號,萄－明智－美注射液,TAU-METI-B INJECTION,黃疸、維護肝臟正常機能,注射劑,TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID);;NIACINAMIDE (NICOTINAMIDE);;METHIONINE DL-;;THIAMINE (VITAMIN B1);;RIBOFLAVIN (VIT B2);;PYRIDOXINE(VITAMIN B6),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第006821號,鎮咳達寧注射液,HUSTANIN INJECTION,感冒、氣喘、支氣管炎引起之咳嗽,注射劑,CAFFEINE;;BARBITAL;;DL-METHYLEPHEDRINE HCL;;ATROPINE SULFATE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第006854號,膚益寧注射液,PHENINE-H INJECTION,脂漏性濕疹、落屑性皮膚炎、急、慢性濕疹、蕁麻疹、皮膚搔癢症、唇炎、口角炎、口舌炎、鼻炎、過敏性皮膚疾患,注射劑,RIBOFLAVIN (VIT B2);;BIOTIN;;METHIONINE DL-;;CHLORPHENIRAMINE MALEATE;;THIAMINE HYDROCHLORIDE;;NICOTINAMIDE;;PYRIDOXINE HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第006861號,舒愈秘林注射液,"SULPYRIN INJECTION ""ORIENTAL""",僅限阿司匹林（ＡＳＰＩＲＩＮ）、乙醯氨基　（ＡＣＥＴＡＭＩＮＯＰＨＥＮ）等內服藥　及　它非藥物性解熱療法都無效或不能利用且有注射退燒針必要之高燒危急情況下、方可最後考慮使用,注射劑,SULPYRINE (EQ TO DIPYRONE ),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第006874號,學生維他膠囊,STUDENTVIT,鐵缺乏性貧血、營養補給,膠囊劑,CARNITINE CHLORIDE;;CALCIUM PHOSPHATE DIBASIC;;LYSINE L- HCL ( EQ TO L-LYSINE HCL);;THIAMINE MONONITRATE;;CYANOCOBALAMIN (VIT B12);;LIVER EXTRACT;;CALCIFEROL IN OIL;;FERROUS FUMARATE;;RIBOFLAVIN (VIT B2);;VITAMIN A,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第006876號,綠胃片,ROU-WEI TABLETS,胃、十二指腸潰瘍、胃炎、胃酸過多、胃痛,錠劑,DEHYDROCHOLIC ACID;;ALUMINUM HYDROXIDE DRIED GEL;;CHLOROPHYLL SODIUM COPPER;;MANGANESE CARBONATE;;BENACTYZINE HCL;;SCOPOLIA EXTRACT,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第006877號,治益肝糖衣錠,TIAIKAN S.C. TABLETS,維持肝臟正常功能、病後恢復期、妊產授乳婦之營養補給、維他命複合體缺乏症,糖衣錠,OROTIC ACID (VIT B13);;NIACINAMIDE (NICOTINAMIDE);;THIOCTIC ACID (VIT B14ALPHA-LIPOIC ACID);;RIBOFLAVIN (VIT B2);;DEHYDROACETIC ACID;;ASCORBIC ACID (VIT C);;THIAMINE (VITAMIN B1);;CYANOCOBALAMIN (VIT B12);;PANTOTHENATE CALCIUM,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第006878號,視力明膠囊,SULIMIN CAPSULES,眼睛乾燥、多發性神經炎、消除疲勞、夜盲症、腳氣、維生素ＡＢ１Ｅ缺乏症,膠囊劑,CHONDROITIN SULFATE;;TOCOPHEROL ACETATE ALPHA DL-;;PROSULTIAMINE (THIAMINE PROPYL DISULFIDE);;VITAMIN A ACETATE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第006882號,速出片,SOTSU TABLETS,驅除蛔蟲、蟯蟲,錠劑,KAINIC ACID;;SANTONIN;;PIPERAZINE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第011758號,愛生片,AISHENG TABLETS,壞血病、齒齦出血、維他命Ｃ缺乏症。,錠劑,PANTOTHENATE CALCIUM;;ASCORBIC ACID (VIT C);;ASCORBATE (SODIUM),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第011762號,克能爽糖衣錠,"KUNINSAN S.C. TABLETS ""JEN SHENG""",維生素B1、C缺乏症。,糖衣錠,THIAMINE HYDROCHLORIDE;;GLUCURONOLACTONE;;ASCORBIC ACID (VIT C),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第011769號,可利身軟膏,CLESONE OINTMENT,過敏性皮膚炎、過敏性濕疹、搔？病、濕疹樣皮膚炎、嬰兒濕疹、頑固性皮膚病與狼瘡,軟膏劑,HYDROCORTISONE;;CLEMIZOLE;;HEXACHLOROPHENE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第011790號,"""中美""康力寶液","Kang Li Bao Liquid ""C.M.""",營養補給。,內服液劑,PANTOTHENATE CALCIUM;;AMINO ACID;;CAFFEINE;;TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID);;GINSENG EXTRACT;;NIACINAMIDE (NICOTINAMIDE);;INOSITOL (MESO-INOSITOL);;THIAMINE HYDROCHLORIDE;;RIBOFLAVIN (VIT B2);;ASCORBIC ACID (VIT C),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第011802號,寶髮生,BALDOCIN,禿髮症、圓形脫毛症、乾性脂漏、油性脂漏、頭皮癢,外用液劑,MENTHOL;;CHOLESTEROL;;UNDECYLENIC ACID;;IODINE;;RESORCINOL (RESORCIN);;CYANIN T7;;HINOKI OIL;;SALICYLIC ACID,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第011821號,適寧片,SYNINE TABLETS,緩解感冒之各種症狀（咽喉痛、發燒、頭痛、關節痛、肌肉痛、流鼻水、鼻塞、打噴嚏）。,錠劑,ACETAMINOPHEN (EQ TO PARACETAMOL);;PHENYLEPHRINE HCL;;CAFFEINE;;CHLORPHENIRAMINE MALEATE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第011825號,"""明華""健兒滴劑","CHILDREN'S DROPS ""M.H.""",促進發育及成長、維他命缺乏症,液劑,ASCORBIC ACID (VIT C);;VITAMIN A;;RIBOFLAVIN (VIT B2);;THIAMINE HYDROCHLORIDE;;SODIUM PANTOTHENATE;;NIACINAMIDE (NICOTINAMIDE);;PYRIDOXINE HCL;;LYSINE L- HCL ( EQ TO L-LYSINE HCL);;CYANOCOBALAMIN (VIT B12);;ERGOCALCIFEROL (VIT D2CALCIFEROL),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第011832號,維他新多命膠囊,"VITA-SINATOMIN CAPSULES ""N.C.P.""",維他命缺乏症、營養補給、體力恢復、貧血、神經炎、病後促進復元、夜盲症,膠囊劑,RIBOFLAVIN (VIT B2);;VITAMIN A;;L-SERINE;;THIAMINE (VITAMIN B1);;METHIONINE DL-;;L-METHIONINE;;ASCORBIC ACID (VIT C);;TOCOPHEROL (EQ TO VIT E) (EQ TO VITAMIN E);;L-PROLINE;;L-ARGININE;;L-VALINE;;VITAMIN K ACTIVITY;;L-ASPARTIC ACID;;CYSTINE L-;;L- GLUTAMIC ACID;;L-PHENYLALANINE;;L-HISTIDINE;;NIACINAMIDE (NICOTINAMIDE);;ERGOCALCIFEROL (VIT D2CALCIFEROL);;L-LEUCINE;;GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL);;CYANOCOBALAMIN (VIT B12);;FOLIC ACID;;L-ISOLEUCINE;;L-TRYPTOPHAN;;PYRIDOXINE(VITAMIN B6);;L-TYROSINE;;L-THREONINE;;LYSINE L- HCL ( EQ TO L-LYSINE HCL);;PANTOTHENATE CALCIUM;;L-ALANINE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第011923號,維雄,"TES-STRONG CAPSULES ""CBC""",經臨床徵象及實驗室檢驗確認因睪固酮缺乏之男性生殖腺功能不足症(hypogonadism)的替代治療。,錠劑,TOCOPHEROL ACETATE ALPHA DL-;;THIAMINE MONONITRATE;;METHYLTESTOSTERONE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第011934號,悅補滴劑,HITOMIN DROP,夜盲症、佝僂症、嬰兒營養不良、維他命缺乏症,內服液劑,NIACINAMIDE (NICOTINAMIDE);;VITAMIN D;;THIAMINE HYDROCHLORIDE;;ASCORBIC ACID (VIT C);;PYRIDOXINE HCL;;RIBOFLAVIN PHOSPHATE SODIUM;;VITAMIN A PALMITATE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第011986號,維利胖顆粒,VIRIPAN GRANULES,腳氣病、神經炎、早產兒的營養補給、乳幼兒的發育障礙、夜盲症、維生素缺乏補給,內服顆粒劑,"CYANOCOBALAMIN (VIT B12);;PYRIDOXINE HCL;;CALCITRIOL (DIHYDROXYCHOLECALCIFEROL 1-ALPHA, 25-);;TOCOPHEROL ALPHA-;;FOLIC ACID;;PANTOTHENATE CALCIUM;;ASCORBIC ACID (VIT C);;RIBOFLAVIN (VIT B2);;VITAMIN A;;THIAMINE HYDROCHLORIDE;;MENADIONE (VIT K3);;NIACINAMIDE (NICOTINAMIDE)",,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012006號,安回那錠,UNPHENA TABLETS,解熱、鎮痛,錠劑,ETHENZAMIDE (ETHOXYBENZAMIDE);;CAFFEINE;;HYDROXYBUTYRIC ACID BETA- P-PHENETIDIDE (BUCETIN),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012030號,"""同心""兒童鈣片",TABLETS CALCIUM GLUCONATE COMPOUND WITH VITAMIN B1,兒童軟骨病、發育失調、營養不良、抵抗力弱、滲出性炎症、皮膚病、小兒出齒期及蛀齒,錠劑,ERGOCALCIFEROL (VIT D2CALCIFEROL);;THIAMINE MONONITRATE;;CALCIUM LACTATE;;CALCIUM GLUCONATE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012057號,利樂注射液,"NEURO-B12 INJECTION ""Y.Y.""",惡性貧血、懷孕期巨大血球性貧血、產前產後補血、低血色素貧血、多發性神經炎,注射劑,THIAMINE HYDROCHLORIDE;;CYANOCOBALAMIN (VIT B12),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012059號,"""應元""保膚源－Ｈ注射液","GLIAGEN-H INJECTION ""Y.Y.""",過敏性支氣管炎、支氣管氣喘、枯草熱、濕疹、皮膚炎、蕁麻疹、痒疹、皮膚搔癢症、中毒疹、過敏性鼻炎、口內炎,注射劑,PYRIDOXINE HCL;;RIBOFLAVIN (VIT B2);;BIOTIN;;CHLORPHENIRAMINE MALEATE;;GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID ),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012074號,熱世紀散,ZESSEKL PULV,小兒：感冒熱、瘧疾熱、支氣管加答兒、咽頭加答兒、扁桃腺炎,散劑,QUININE ETHYLCARBONATE;;SULFATHIAZOLE;;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;WHITE PAPER,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012085號,"""人生""欲必樂軟膏","YUBILONE OINTMENT ""JEN SHENG""",皮膚角化症、手指龜裂、火傷、創傷、凍傷,軟膏劑,VITAMIN A;;TOCOPHEROL ALPHA DL- (EQ TO DL-ALPHA TOCOPHEROL),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012089號,"""人生""必舒痛錠","BELLATON TABLETS ""JEN SHENG""",胃痛、腹痛、賁門痙攣、胃潰瘍、幽門痙攣、十二指腸潰瘍、腎石絞痛、膽石絞痛、支氣管性氣喘,錠劑,SCOPOLAMINE HBR;;ATROPINE SULFATE;;HYOSCYAMINE SULFATE;;PHENOBARBITAL,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012095號,可安咳糖漿,COUGH-CO SYRUP,鎮咳、袪痰,糖漿劑,SODIUM CITRATE (SODIUM CITRATE TRIBASIC);;POTASSIUM GUAIACOLSULFONATE;;DIPHENHYDRAMINE HCL;;AMMONIUM CHLORIDE;;EPHEDRINE HCL (EQ TO EPHEDRINE HYDROCHLORIDE),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012098號,明樂止咳糖漿,MINLAR EXPECTORANT SYRUP,鎮咳，袪痰．,糖漿劑,AMMONIUM CHLORIDE;;DEXTROMETHORPHAN HBR;;PANTHENOL,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012107號,克瀉素乳劑,ANTI-DIA EMULSION.,緩解輕微或中度急性腹瀉。,內服乳劑,KAOLIN COLLOIDAL;;PECTIN,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012119號,康童片,KONDOL TABLETS,維他命缺乏症,錠劑,ASCORBIC ACID (VIT C);;RIBOFLAVIN (VIT B2);;THIAMINE HYDROCHLORIDE;;VITAMIN D;;NIACINAMIDE (NICOTINAMIDE);;CYANOCOBALAMIN (VIT B12);;VITAMIN A ACETATE;;PYRIDOXINE HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012120號,"""明華""健兒糖漿","CHILDREN'S SYRUP ""M.H.""",維他命缺乏症、補充營養、促進發育及成長,糖漿劑,THIAMINE HYDROCHLORIDE;;VITAMIN A;;RIBOFLAVIN (VIT B2);;ASCORBIC ACID (VIT C);;NIACINAMIDE (NICOTINAMIDE);;LYSINE L- HCL ( EQ TO L-LYSINE HCL);;CALCIFEROL IN OIL;;CYANOCOBALAMIN (VIT B12);;PYRIDOXINE HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012124號,大亞滿樂多綜合營養液,Daya Muldon Nutrition Complex,貧血、營養不良。,內服液劑,CYANOCOBALAMIN (VIT B12);;PYRIDOXINE HCL;;FERRIC AMMONIUM CITRATE;;METHIONINE;;THIAMINE HYDROCHLORIDE;;RIBOFLAVIN (VIT B2);;CHOLINE BITARTRATE;;NIACINAMIDE (NICOTINAMIDE),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012134號,強力胃腸錠,B.C.S. TABLETS,胃、十二指腸潰瘍、胃酸過多症、胃炎、胃痛,錠劑,ALUMINUM HYDROXIDE GEL;;DICYCLOMINE HCL;;MAGNESIUM OXIDE;;MENTHOL,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012147號,“新喜”制酸片,ANTACID C TABLETS“N.C.P”,緩解胃部不適或灼熱感或經診斷為胃及十二指腸潰瘍、胃炎、食道炎所伴隨之胃酸過多。,錠劑,SCOPOLIA EXTRACT;;CALCIUM CARBONATE;;SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE);;MAGNESIUM OXIDE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012148號,瓦斯空粉末（１：１０）,GASPON POWDER (1:10),腸部脹滿感及鼓腸、空氣嚥下症、Ｘ光照射腸胃時用以排出腸胃氣體,散劑,DIMETHICONE (EQ TO DIMETHYLPOLYSILOXANE OR POLYDIMETHYL SILOXANE);;MAGNESIUM TRISILICATE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012150號,健胃片,"S.M.P TABLETS ""NEW DRUG""",制酸,錠劑,SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE);;GUAIACOL CARBONATE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012154號,複方維他命乙糖衣片,VITAMIN B COMPLEX-12 S.C. TABLETS,缺乏維他命乙群所致各症如：舌炎、口角炎、腳氣、營養不良,糖衣錠,RIBOFLAVIN (VIT B2);;THIAMINE HYDROCHLORIDE;;VITAMIN B6 (HCL FROM YEAST CONC.);;NIACINAMIDE (NICOTINAMIDE);;PANTOTHENATE CALCIUM;;CYANOCOBALAMIN (VIT B12),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012155號,止暈片,MEZINE TABLETS,暈車、暈船、暈飛機,錠劑,MECLIZINE HCL ( EQ TO MECLIZINE HYDROCHLORIDE );;PYRIDOXINE HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012164號,鼻敏通膠囊,BIBINTON CAPSULES,蓄膿症、鼻炎、過敏性鼻炎,膠囊劑,NIACINAMIDE (NICOTINAMIDE);;NITROFURAZONE;;CHLOROPHYLL SODIUM COPPER;;RIBOFLAVIN (VIT B2);;THIAMINE HYDROCHLORIDE;;MAFENIDE (HOMOSULFAMINE);;PYRIDOXINE HCL;;CALCIUM PHOSPHATE DIBASIC;;PHENYLEPHRINE HCL;;CHLORPHENIRAMINE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012165號,"""合誠"" 固胃安錠","ULCERMIN TABLETS ""H.C.""",胃酸過多、胃炎、胃痛、胃潰瘍、十二指腸潰瘍、胃部膨滿,錠劑,PHENOBARBITAL;;DICYCLOMINE HCL;;ALUMINUM HYDROXIDE DRIED GEL;;MAGNESIUM OXIDE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012168號,消化寶片,DIGESTIN TABLETS,幫助消化。,錠劑,THIAMINE (VITAMIN B1);;LACTOMIN;;YEAST (TORULA YEAST);;DIASTASE ASPERGILLUS ORYZAE(DIASTASE TAKA);;PANCREATIN (DIASTASE VERA);;LIPASE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012180號,消化寶末,DIGESTIN POWDER,幫助消化。,散劑,THIAMINE (VITAMIN B1);;PANCREATIN (DIASTASE VERA);;LACTOMIN;;DIASTASE ASPERGILLUS ORYZAE(DIASTASE TAKA);;YEAST (TORULA YEAST);;LIPASE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012194號,〝合誠〞多種維生素B錠,Vitamin B Complex〝H.C.〞,維他命Ｂ群缺乏症、口角炎、唇炎、舌炎,錠劑,CYANOCOBALAMIN (VIT B12);;PYRIDOXINE(VITAMIN B6);;PANTOTHENATE CALCIUM;;THIAMINE (VITAMIN B1);;RIBOFLAVIN (VIT B2);;NIACINAMIDE (NICOTINAMIDE),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012195號,力胖液,LEVAN SOLUTION,營養補給、妊、產、授乳婦之營養補給、虛弱兒及乳幼兒之營養補給、消除疲勞、虛弱、病後之營養補給,內服液劑,LIVER EXTRACT CONC.;;AMINO ACID;;NIACINAMIDE (NICOTINAMIDE);;THIAMINE (VITAMIN B1);;RIBOFLAVIN (VIT B2),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012196號,袪痰汀Ｓ內服液,CHITANCIN-S,鎮嗽、袪痰（咳嗽、過敏性咳嗽、咽喉炎、支氣管炎、氣喘等所引起之咳嗽）,內服液劑,CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate);;POTASSIUM GUAIACOLSULFONATE;;PLATYCODON EXTRACT;;GLYCYRRHIZA SYRUP,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012252號,十種維他命糖衣片,DECA VITAMIN S.C. TABLETS,營養補給、貧血、軟骨症、孕婦營養補給,糖衣錠,VITAMIN A;;RIBOFLAVIN (VIT B2);;ASCORBIC ACID (VIT C);;THIAMINE (VITAMIN B1);;VITAMIN D;;NIACINAMIDE (NICOTINAMIDE);;PANTOTHENATE CALCIUM;;PYRIDOXINE(VITAMIN B6);;FOLIC ACID;;CYANOCOBALAMIN (VIT B12),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012257號,樂口漱口液稀釋劑,GARGLE,口內炎、咽喉炎、口中糜爛、其他口腔、咽喉之殺菌及消毒,漱口劑,ZINC CHLORIDE;;FORMALDEHYDE SOLUTION (FORMALIN);;CINNAMON OIL (OLEUM CINNAMOMI);;CLOVE OIL;;L-MENTHOL ,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012270號,消咳片,ANACOUGH TABLETS,咳嗽、傷風、感冒,錠劑,ACETAMINOPHEN (EQ TO PARACETAMOL);;DEXTROMETHORPHAN HBR;;CAFFEINE;;ASPIRIN,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012271號,休百克糖漿,SUPRATUSSIN SYRUP,咳嗽、鼻塞、喀痰,糖漿劑,CHLORPHENIRAMINE MALEATE;;AMMONIUM CHLORIDE;;PHENYLEPHRINE HCL;;DEXTROMETHORPHAN HBR,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012298號,媽佛歸論注射液,MAFUCHINON INJ.,感冒之發熱、頭痛、支氣管炎、咽喉炎,注射劑,QUININE HCL;;DL-METHYLEPHEDRINE HCL;;TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID);;AMINOPYRINE;;CAFFEINE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012345號,"""信東"" 腹膜灌洗液－Ａ","PERITONEAL DIALYSIS SOLUTION-A ""SINTONG""",透析法適用於急性功能衰竭以保守療法失敗的患者,透析用液劑,CALCIUM CHLORIDE DIHYDRATE;;SODIUM LACTATE ANHYDROUS;;DEXTROSE;;SODIUM CHLORIDE;;MAGNESIUM CHLORIDE HEXAHYDRATE (EQ TO MAGNESIUM CHLORIDE 6H2O);;SODIUM BISULFITE (EQ TO SODIUM HYDROGEN SULFITE),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012346號,得必旺糖衣片２５公絲,DABION S.C. TABLETS 25MG,腳氣病、神經炎、末梢神經麻痺,糖衣錠,THIAMINE DISULFIDE;;RIBOFLAVIN (VIT B2),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012369號,信美爽眼藥膏,SINMESONE OPHTHALMIC OINTMENT,眼瞼敏感症、敏感性瞼緣炎、非特異性表層角膜炎、深部角膜炎、帶炎？疹眼炎、水泡性角膜結膜炎、鞏膜角膜炎、紅彩睫狀體炎,點眼膏劑,NEOMYCIN SULFATE;;SODIUM BISULFITE (EQ TO SODIUM HYDROGEN SULFITE);;DEXAMETHASONE PHOSPHATE (21-BETA),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012378號,氯黴素（靜脈用）針,"CHLORAMPHENICOL-IV INJECTION ""SINTONG""",巨型濾過性病毒、淋病、立克次氏體、革蘭氏陽性及陰性細菌等引起之感染症,注射劑,CHLORAMPHENICOL;;DIMETHYLACETAMIDE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012426號,鼻朗膠囊,"BILON CAPSULES ""SHINLON""",肥厚性鼻炎、鼻加答兒、過敏性鼻炎、鼻茸,膠囊劑,MAFENIDE (HOMOSULFAMINE);;RIBOFLAVIN (VIT B2);;CHLORPHENIRAMINE MALEATE;;THIAMINE HYDROCHLORIDE;;NITROFURAZONE;;NIACINAMIDE (NICOTINAMIDE);;PYRIDOXINE HCL;;PHENYLEPHRINE HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012461號,脫濕美軟膏,TARCZEMA OINTMENT,濕疹、腫痛、皮膚炎、搔？與蟲咬,軟膏劑,PREDNISOLONE;;BENZOCAINE (ETHYL AMINOBENZOATE);;HEXACHLOROPHENE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012463號,綠靈素軟膏,CHLORYCIN SOLUBLE DRESSING,外傷、皮炎、丹毒、痤瘡、火傷,軟膏劑,CHLOROPHYLLIN;;BENZOCAINE (ETHYL AMINOBENZOATE);;NITROFURAZONE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012483號,人參沛力康口服液,GINSENG PAILIKAN ORAL LIGUID,消除疲勞、增強體力、補給營養、病後之恢復。,口服液劑,THIAMINE MONONITRATE;;PYRIDOXINE HCL;;PANTOTHENATE CALCIUM;;GINSENG EXTRACT;;NIACINAMIDE (NICOTINAMIDE);;CITRIC ACID;;RIBOFLAVIN (VIT B2),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012560號,巧治胃片,KOTYMAGEN TABLETS,胃酸過多症、胃潰瘍、十二指腸潰瘍、潰瘍性及痙攣性大腸炎,錠劑,DICYCLOMINE HCL;;ALUMINUM HYDROXIDE DRIED GEL;;MAGNESIUM OXIDE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012565號,顛茄諾安片,LUMDONNA TABLETS,對胃潰瘍等之輔助治療可能有效,錠劑,PHENOBARBITAL;;BELLADONNA EXTRACT,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012585號,降壓叮片,LASIDIN TABLETS,利尿、高血壓,錠劑,FUROSEMIDE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012586號,止喘咳寧糖衣片,ASCONIN S.C. TABLETS,急、慢性氣喘、支氣管炎、過敏性氣喘、咳嗽,糖衣錠,DIPHENHYDRAMINE HCL;;EPHEDRINE HCL (EQ TO EPHEDRINE HYDROCHLORIDE);;PHENOBARBITAL;;AMINOPHYLLINE (COROPHYLLIN),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012587號,“德周”瀉可停糖漿,K.O.P. SUSPENSION,緩解輕微或中度急性腹瀉。,糖漿劑,PECTIN;;KAOCHOL,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012592號,嬌美膠囊,DIOLMAY CAPSULES,月經不順、女性更年期害,膠囊劑,NIACINAMIDE (NICOTINAMIDE);;THIAMINE HYDROCHLORIDE;;TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID);;METHIONINE DL-;;RIBOFLAVIN (VIT B2);;ESTRADIOL ETHINYL (EQ TO ETHINYLOESTRADIOL)(EQ TO ETHINYLESTRADIOL);;PYRIDOXINE HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012595號,感冒克－Ａ片,COMMONCOLD-A TABLETS,感冒、頭痛、發熱、鼻炎、扁桃腺炎、喉頭炎、支氣管炎、咳嗽、肌肉痛,錠劑,DL-METHYLEPHEDRINE HCL;;THIAMINE HYDROCHLORIDE;;RIBOFLAVIN (VIT B2);;CHLORPHENIRAMINE MALEATE;;CAFFEINE;;SULFADIMETHOXINE;;ACETAMINOPHEN (EQ TO PARACETAMOL),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012602號,愛膚寧－Ｈ錠,AIFULIN-H TABLETS,濕疹、接觸性皮膚炎、藥疹及中毒疹、蕁麻疹、口角糜爛症、口唇炎,錠劑,NIACINAMIDE (NICOTINAMIDE);;METHIONINE DL-;;CHLORPHENIRAMINE MALEATE;;BIOTIN;;RIBOFLAVIN (VIT B2);;PANTOTHENATE CALCIUM;;PYRIDOXINE HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012613號,可朗爽糖衣錠,"CORANSON S.C. TABLETS ""TON SHENG""",消除疲勞、維持肝臟正常功能、營養補給,糖衣錠,METHIONINE DL-;;ASCORBIC ACID (VIT C);;THIAMINE HYDROCHLORIDE;;GLUCURONIC ACID,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012618號,麗兒鈣顆粒,LEIRCAL GRANULES,妊產婦之齲齒、貧血、鈣質補充、促進乳幼小兒之成長發育、營養補給,內服顆粒劑,CYANOCOBALAMIN (VIT B12);;ERGOCALCIFEROL (VIT D2CALCIFEROL);;PYRIDOXINE(VITAMIN B6);;CALCIUM CARBONATE;;CASEIN CALCIUM;;NIACINAMIDE (NICOTINAMIDE);;VITAMIN B1 (MONONITRATE);;ASCORBIC ACID (VIT C);;RIBOFLAVIN (VIT B2);;VITAMIN A,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012642號,一姿膠囊,"EITHYL CAPSULES ""SHITEH""",粘液水腫、甲狀腺腫,膠囊劑,PYRIDOXINE HCL;;THIAMINE HYDROCHLORIDE;;NIACINAMIDE (NICOTINAMIDE);;METHIONINE DL-;;THYROID;;RIBOFLAVIN (VIT B2),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012652號,"""明通""芳香酊","TINCTURA AROMATICA ""MIN TONG""",芳香、驅風、健胃劑,液劑,MYRISTICA POWDER;;ZINGER (ZINGIBER);;CINNAMOMUM CASSIA/ CINNAMOMUM CASSIA BARK EXTRACT;;CARYOPHYLLUS,,,,,,,,,,,,,,,,,,,,,
