許可證字號,形狀,顏色
衛署藥輸字第025503號,圓形,黃
衛署藥輸字第025507號,圓形,白
衛署藥輸字第025518號,橢圓形,橘
衛署藥輸字第025519號,橢圓形,橘
衛署藥輸字第025525號,圓形,白
衛署藥輸字第025537號,圓形,紅
衛署藥輸字第025539號,圓形,白
衛署藥輸字第025542號,圓形,白
衛署藥輸字第025584號,,
衛署藥輸字第025589號,四邊形,白
衛署藥輸字第025594號,橢圓形,白
衛署藥輸字第025622號,橢圓形,白
衛署藥輸字第025624號,橢圓形,白
衛署藥輸字第025625號,橢圓形,白
衛署藥輸字第025647號,圓形,紅;;;紅
衛署藥輸字第025648號,圓形,紅;;;紅
衛署藥輸字第025653號,圓形,黃
衛署藥輸字第025688號,圓形,白
衛署藥輸字第025690號,膠囊,藍;;;白
衛署藥輸字第025691號,圓形,黃
衛署藥輸字第025693號,膠囊,粉
衛署藥輸字第025696號,圓形,黃
衛署藥輸字第025699號,四邊形,白
衛署藥輸字第025709號,圓形,白
衛署藥輸字第025729號,液劑(包含糖漿用粉劑),棕
衛署藥輸字第025742號,膠囊,白
衛署藥輸字第025743號,圓形,橘
衛署藥輸字第025746號,圓形,黃
衛署藥輸字第025747號,圓形,黃
衛署藥輸字第025756號,圓形,白
衛署藥輸字第025757號,橢圓形,白
衛署藥輸字第025766號,橢圓形,黃
衛署藥輸字第025771號,膠囊,黃;;;灰
衛署藥輸字第025789號,橢圓形,白
衛署藥輸字第025792號,橢圓形,橘
衛署藥輸字第025807號,橢圓形,白
衛署藥輸字第025814號,圓形,白
衛署藥輸字第025828號,四邊形,粉
衛署藥輸字第025853號,四邊形,紅
衛署藥輸字第025854號,三角形,紅
衛署藥輸字第025877號,橢圓形,黃
衛署藥輸字第025887號,膠囊,藍;;;藍
衛署藥輸字第025890號,圓形,白
衛署藥輸字第025893號,橢圓形,白
衛署藥輸字第025900號,圓形,黃
內衛藥製字第000781號,圓形,白
內衛藥製字第000805號,圓形,白
內衛藥製字第000817號,膠囊,橘;;;白
內衛藥製字第000849號,圓形,白
內衛藥製字第000884號,圓形,粉
內衛藥製字第000990號,膠囊,白;;;白
內衛藥製字第001005號,顆粒劑、粉劑或散劑,棕
內衛藥製字第001043號,膠囊,藍;;;黃
內衛藥製字第001451號,圓形,白
內衛藥製字第001503號,圓形,藍綠
內衛藥製字第001580號,圓形,白;;;白
內衛藥製字第001706號,圓形,白
內衛藥製字第001727號,圓形;;;圓形,白;;;白
內衛藥製字第001728號,圓形,白
內衛藥製字第001730號,橢圓形,白
內衛藥製字第001736號,圓形,白
內衛藥製字第001749號,圓形,白
內衛藥製字第001752號,圓形,粉
內衛藥製字第001774號,六邊形,藍
內衛藥製字第001780號,圓形,白
內衛藥製字第001783號,圓形,棕
內衛藥製字第001790號,圓形,綠
內衛藥製字第001794號,三角形,白
內衛藥製字第001796號,圓形,白
內衛藥製字第001807號,五邊形,黃
內衛藥製字第001808號,圓形,白
內衛藥製字第001811號,圓形,白
內衛藥製字第001816號,圓形,白
內衛藥製字第001817號,橢圓形,白
內衛藥製字第001820號,圓形,白
內衛藥製字第001821號,圓形,白
內衛藥製字第001822號,圓形,紫
內衛藥製字第001849號,圓形,白
內衛藥製字第002211號,圓形,白
內衛藥製字第002213號,圓形,白
內衛藥製字第002253號,圓形,白
內衛藥製字第002347號,圓形,黃
內衛藥製字第002473號,膠囊,藍;;;白
內衛藥製字第002515號,圓形,白
內衛藥製字第002531號,圓形,黃
內衛藥製字第002589號,橢圓形,粉
內衛藥製字第002596號,圓形,綠
內衛藥製字第002597號,圓形,白
內衛藥製字第002637號,圓形,橘
內衛藥製字第002638號,圓形,白
內衛藥製字第003159號,膠囊,橘;;;白
內衛藥製字第003251號,圓形,白
內衛藥製字第003449號,圓形,粉
內衛藥製字第003633號,圓形,白
內衛藥製字第003667號,圓形,白
內衛藥製字第003676號,三角形,藍
內衛藥製字第003893號,圓形,紅
內衛藥製字第004085號,圓形,黃
內衛藥製字第004189號,圓形,黃
內衛藥製字第004245號,圓形,白
內衛藥製字第004385號,圓形,紫
內衛藥製字第004492號,圓形,白
內衛藥製字第004497號,圓形,白
內衛藥製字第004512號,圓形,橘
內衛藥製字第004517號,圓形,橘
內衛藥製字第004707號,圓形,白
內衛藥製字第004781號,圓形,白
內衛藥製字第004789號,膠囊,綠;;;黃
內衛藥製字第004875號,圓形,白
內衛藥製字第004928號,圓形,黃
內衛藥製字第005001號,圓形,黃
內衛藥製字第005014號,圓形,白
內衛藥製字第005038號,膠囊,黑;;;綠
內衛藥製字第005040號,圓形,黃
內衛藥製字第005042號,膠囊,綠;;;白
內衛藥製字第005124號,圓形,白
內衛藥製字第005219號,圓形,白
內衛藥製字第005223號,圓形,黃
內衛藥製字第005225號,圓形,白
內衛藥製字第005226號,圓形,白
內衛藥製字第005228號,圓形,白
內衛藥製字第005236號,圓形,黃
內衛藥製字第005245號,圓形,黃
內衛藥製字第005250號,圓形,黃
內衛藥製字第005277號,圓形,棕
內衛藥製字第005508號,圓形,白
內衛藥製字第005616號,圓形,藍
內衛藥製字第006021號,圓形,黑
內衛藥製字第006067號,,
內衛藥製字第006163號,圓形,粉
內衛藥製字第006271號,圓形,粉
內衛藥製字第006306號,圓形,黃
內衛藥製字第007380號,圓形,粉;;;粉
內衛藥製字第007592號,圓形,灰
內衛藥製字第012936號,五邊形,黃
內衛藥製字第007870號,圓形;;;圓形,白;;;白
內衛藥製字第008138號,圓形,紫
內衛藥製字第008167號,膠囊,綠;;;黃
內衛藥製字第009094號,圓形,白
內衛藥製字第010468號,圓形,黃
內衛藥製字第010479號,圓形,白
內衛藥製字第010862號,圓形,白
內衛藥製字第011069號,圓形,白
內衛藥製字第011093號,圓形,黃
內衛藥製字第011269號,圓形,橘
內衛藥製字第011607號,圓形,粉
內衛藥製字第011693號,圓形,白
內衛藥製字第011749號,圓形,黃
內衛藥製字第012122號,膠囊,橘;;;黃
內衛藥製字第012601號,膠囊,紅;;;紅
內衛藥製字第012707號,圓形,白
內衛藥製字第012714號,圓形,白
內衛藥製字第012717號,圓形,白
內衛藥製字第012740號,圓形,白
內衛藥製字第012741號,圓形,粉
內衛藥製字第012742號,圓形,白
內衛藥製字第012914號,圓形,紫
內衛藥製字第012916號,五邊形,白
內衛藥製字第012940號,六邊形,白
內衛藥製字第013093號,圓形,黃
內衛藥製字第013307號,圓形,白
內衛藥製字第013404號,圓形,白
內衛藥製字第013419號,圓形,粉
內衛藥製字第013550號,圓形,白
內衛藥製字第013753號,圓形,黃
內衛藥製字第013816號,液劑(包含糖漿用粉劑),橘
內衛藥製字第013906號,圓形,黃
內衛藥製字第013913號,膠囊,綠;;;綠
內衛藥製字第013928號,圓形,藍
內衛藥製字第014141號,圓形,黃
內衛藥製字第014145號,膠囊,黑;;;綠
內衛藥製字第014268號,膠囊,紅;;;白
內衛藥製字第014296號,五邊形,黃
內衛藥製字第014318號,圓形,黃
內衛藥製字第014321號,圓形,橘
內衛藥製字第015066號,圓形,白
內衛藥製字第015101號,圓形,黃
內衛藥製字第015235號,圓形,粉
內衛藥製字第015312號,液劑(包含糖漿用粉劑),棕
內衛藥製字第015392號,膠囊,橘;;;黃
內衛藥製字第015685號,膠囊,藍綠;;;白
內衛藥製字第016157號,圓形,橘
內衛藥製字第016332號,圓形,黃
內衛藥製字第016499號,四邊形,粉
內衛藥製字第016644號,圓形,棕
內衛藥製字第016648號,圓形,藍
內衛藥製字第016650號,圓形,白
內衛藥製字第016652號,圓形,白
內衛藥製字第016782號,圓形,白
內衛藥製字第016799號,圓形,粉
內衛藥製字第016803號,膠囊,紅;;;黃
內衛藥製字第016929號,圓形,綠
衛部成製字第017220號,,
衛部成製字第017224號,水滴形,透明;;;透明
衛部成製字第017225號,,;;;;;;
衛部成製字第017226號,液劑(包含糖漿用粉劑),透明;;;透明
衛部成製字第017227號,,
衛部成製字第017228號,,
衛部成輸字第001002號,,
衛部罕菌疫輸字第000022號,,
衛部罕菌疫輸字第000031號,,
衛部罕藥製字第000014號,橢圓形,白
衛部罕藥製字第000017號,圓形,白
衛部罕藥製字第000018號,圓形,白
衛部罕藥製字第000019號,膠囊,白;;;白
衛部罕藥製字第000022號,液劑(包含糖漿用粉劑),透明
衛部罕藥輸字第000028號,膠囊,白;;;白
衛部罕藥輸字第000034號,圓形,白
衛部罕藥輸字第000038號,五邊形,藍
衛部罕藥輸字第000039號,膠囊,藍綠;;;白
衛部罕藥輸字第000040號,膠囊,藍綠;;;藍綠
衛部罕藥輸字第000041號,圓形,黃
衛部罕藥輸字第000042號,膠囊,藍綠;;;白
衛部罕藥輸字第000045號,圓形,黃
衛部罕藥輸字第000047號,圓形,紫
衛部罕藥輸字第000048號,圓形,綠
衛部罕藥輸字第000054號,膠囊,白;;;白
衛部罕藥輸字第000055號,膠囊,紅;;;紅
衛部罕藥輸字第000056號,四邊形,白
衛部罕藥輸字第000058號,圓形,白
衛部罕藥輸字第000060號,膠囊,藍;;;白
衛部罕藥輸字第000062號,膠囊,白;;;白
衛部罕藥輸字第000064號,圓形,黃
衛部藥製字第061850號,橢圓形,黃
衛部藥製字第061852號,圓形,白
衛部藥製字第061854號,圓形,黃
衛部藥製字第061856號,液劑(包含糖漿用粉劑),白
衛部藥製字第061860號,圓形,白
衛部藥製字第061861號,圓形,白
衛部藥製字第061863號,液劑(包含糖漿用粉劑),透明
衛部藥製字第061865號,,白;;;白
衛部藥製字第061867號,橢圓形,白
衛部藥製字第061868號,圓形,粉
衛部藥製字第061870號,橢圓形,棕
衛部藥製字第061871號,橢圓形,橘
衛部藥製字第061878號,橢圓形,藍
衛部藥製字第061881號,圓形,黃
衛部藥製字第061882號,圓形,黃
衛部藥製字第061883號,膠囊,綠;;;綠
衛部藥製字第061885號,其他,白
衛部藥製字第061890號,圓形,白
衛部藥製字第061893號,,
衛部藥製字第061894號,,
衛部藥製字第061899號,,
衛部藥製字第061903號,橢圓形,白
衛部藥製字第061904號,,
衛部藥製字第061906號,橢圓形,紅
衛部藥製字第061907號,圓形,白
衛部藥製字第061911號,圓形,棕
衛部藥製字第061916號,水滴形,黃
衛部藥製字第061917號,圓形,橘
衛部藥製字第061918號,橢圓形,粉
衛部藥製字第061919號,橢圓形,粉
衛部藥製字第061922號,液劑(包含糖漿用粉劑),棕
衛部藥製字第061924號,圓形,棕
衛部藥製字第061926號,圓形,黃
衛部藥製字第061928號,其他,透明
衛部藥製字第061929號,橢圓形,白
衛部藥製字第061932號,圓形,棕
衛部藥製字第061933號,,
衛部藥製字第061934號,橢圓形,粉
衛部藥製字第061935號,橢圓形,粉
衛部藥製字第061941號,,
衛部藥製字第061944號,橢圓形,紅
衛部藥製字第061945號,橢圓形,橘
衛部藥製字第061946號,橢圓形,橘
衛部藥製字第061948號,圓形,橘
衛部藥製字第061953號,水滴形,白
衛部藥製字第061955號,圓形,紅
衛部藥製字第061961號,顆粒劑、粉劑或散劑,白
衛部藥製字第061964號,膠囊,粉
衛部藥製字第061965號,膠囊,粉
衛部藥製字第061967號,顆粒劑、粉劑或散劑,白
衛部藥製字第061976號,橢圓形,白
衛部藥製字第061977號,圓形,黃
衛部藥製字第061978號,液劑(包含糖漿用粉劑),透明;;;透明
衛部藥製字第061979號,圓形,綠;;;綠
衛部藥製字第061980號,顆粒劑、粉劑或散劑,白
衛部藥製字第061985號,水滴形,黃
衛部藥製字第061987號,,
衛部藥製字第061988號,顆粒劑、粉劑或散劑,白
衛部藥製字第061989號,膠囊,白;;;白
衛部藥製字第061991號,,
衛部藥製字第061996號,橢圓形,白
衛部藥製字第061997號,圓形,黃
衛部藥製字第062007號,橢圓形,黃
衛部藥製字第062010號,橢圓形,橘
衛部藥製字第062015號,,
衛部藥製字第062016號,橢圓形,黃
衛部藥製字第062021號,膠囊,綠;;;白
衛部藥製字第062029號,圓形,白
衛部藥製字第062031號,橢圓形,白
衛部藥製字第062036號,橢圓形,白
衛部藥製字第062042號,圓形,白
衛部藥製字第062043號,橢圓形,白
衛部藥製字第062046號,其他,黃
衛部藥製字第062047號,橢圓形,白
衛部藥製字第062049號,橢圓形,橘
衛部藥製字第062050號,橢圓形,粉
衛部藥製字第062052號,橢圓形,白
衛部藥製字第062053號,橢圓形,白
衛部藥製字第062056號,圓形,黃
衛部藥製字第062057號,橢圓形,棕
衛部藥製字第062064號,其他,灰
衛部藥製字第062070號,其他,透明
衛部藥製字第062071號,液劑(包含糖漿用粉劑),透明
衛部藥製字第062082號,水滴形,黃
衛部藥製字第062085號,圓形,黃;;;黃
衛部藥製字第062091號,,
衛部藥製字第062102號,顆粒劑、粉劑或散劑,
衛部藥製字第R00042號,液劑(包含糖漿用粉劑),透明;;;透明
衛部藥製字第R00043號,液劑(包含糖漿用粉劑),透明;;;透明
衛部藥製字第R00048號,,
衛部藥輸字第026097號,橢圓形,橘
衛部藥輸字第026124號,圓形,黃
衛部藥輸字第026128號,膠囊,粉;;;白
衛部藥輸字第026133號,橢圓形,橘
衛部藥輸字第026134號,顆粒劑、粉劑或散劑,黃
衛部藥輸字第026136號,四邊形,白
衛部藥輸字第026137號,,透明
衛部藥輸字第026139號,橢圓形,白
衛部藥輸字第026147號,圓形,黃
衛部藥輸字第026152號,,
衛部藥輸字第026153號,四邊形,白
衛部藥輸字第026168號,橢圓形,粉;;;粉
衛部藥輸字第026169號,膠囊,綠;;;綠
衛部藥輸字第026170號,圓形,藍
衛部藥輸字第026173號,圓形,橘
衛部藥輸字第026174號,橢圓形,橘
衛部藥輸字第026189號,橢圓形,粉
衛部藥輸字第026193號,膠囊,藍;;;白
衛部藥輸字第026194號,膠囊,白
衛部藥輸字第026195號,膠囊,黃;;;白
衛部藥輸字第026196號,膠囊,藍
衛部藥輸字第026197號,膠囊,藍;;;黃
衛部藥輸字第026199號,圓形,藍
衛部藥輸字第026206號,圓形,黃
衛部藥輸字第026216號,橢圓形,黃
衛部藥輸字第026217號,橢圓形,紅
衛部藥輸字第026219號,圓形,白
衛部藥輸字第026233號,膠囊,白;;;白
衛部藥輸字第026242號,圓形,白
衛部藥輸字第026245號,橢圓形,白
衛部藥輸字第026252號,圓形,粉
衛部藥輸字第026264號,圓形,黃
衛部藥輸字第026268號,圓形,粉
衛部藥輸字第026270號,圓形,白
衛部藥輸字第026272號,圓形,白
衛部藥輸字第026284號,橢圓形,粉
衛部藥輸字第026285號,橢圓形,黃
衛部藥輸字第026287號,橢圓形,藍
衛部藥輸字第026295號,四邊形,藍
衛部藥輸字第026298號,橢圓形,黃
衛部藥輸字第026313號,圓形,黃
衛部藥輸字第026315號,,
衛部藥輸字第026317號,圓形,白
衛部藥輸字第026318號,,
衛部藥輸字第026328號,圓形,橘
衛部藥輸字第026329號,圓形,紅
衛部藥輸字第026337號,橢圓形,白
衛部藥輸字第026341號,圓形,黃
衛部藥輸字第026352號,膠囊,棕;;;粉
衛部藥輸字第026359號,圓形,白
衛部藥輸字第026360號,橢圓形,白
衛部藥輸字第026361號,四邊形,白
衛部藥輸字第026367號,圓形,粉
衛部藥輸字第026368號,圓形,粉
衛部藥輸字第026369號,橢圓形,粉
衛部藥輸字第026376號,橢圓形,黃
衛部藥輸字第026384號,橢圓形,藍
衛部藥輸字第026386號,圓形,灰
衛部藥輸字第026405號,橢圓形,黃
衛部藥輸字第026406號,圓形,黃
衛部藥輸字第026407號,圓形,黃
衛部藥輸字第026409號,橢圓形,白
衛部藥輸字第026412號,圓形,黃;;;黃
衛部藥輸字第026414號,圓形,紅;;;紅
衛部藥輸字第026415號,圓形,黃
衛部藥輸字第026421號,膠囊,棕;;;橘
衛部藥輸字第026424號,膠囊,透明
衛部藥輸字第026430號,橢圓形,藍
衛部藥輸字第026434號,圓形,粉
衛部藥輸字第026444號,膠囊,灰;;;粉
衛部藥輸字第026453號,橢圓形,白
衛部藥輸字第026455號,橢圓形,藍
衛部藥輸字第026465號,橢圓形,白
衛部藥輸字第026468號,橢圓形,黃
衛部藥輸字第026475號,圓形,黃
衛部藥輸字第026476號,四邊形,黃
衛部藥輸字第026483號,橢圓形,白
衛部藥輸字第026485號,膠囊,白;;;白
衛署藥製字第005757號,橢圓形,粉
衛署藥製字第005811號,圓形,白
衛署藥製字第005813號,圓形,黃
衛署藥製字第005833號,圓形,白
衛署藥製字第005857號,圓形,白
衛署藥製字第005858號,圓形,白
衛署藥製字第005865號,圓形,白
衛署藥製字第005925號,圓形,白
衛署藥製字第005954號,膠囊,棕;;;黃
衛署藥製字第005986號,圓形,白
衛署藥製字第005987號,圓形,白
衛署藥製字第005989號,膠囊,藍;;;白
衛署藥製字第006232號,圓形,黃
衛署藥製字第006236號,圓形,白
衛署藥製字第006271號,圓形,黃
衛署藥製字第006394號,圓形,橘
衛署藥製字第006543號,圓形,粉
衛署藥製字第006551號,圓形,白
衛署藥製字第006574號,膠囊,橘;;;橘
衛署藥製字第006606號,六邊形,黃
